sample_id,GENE_001,GENE_002,GENE_003,GENE_004,GENE_005,GENE_006,GENE_007,GENE_008,GENE_009,GENE_010,GENE_011,GENE_012,GENE_013,GENE_014,GENE_015,GENE_016,GENE_017,GENE_018,GENE_019,GENE_020,GENE_021,GENE_022,GENE_023,GENE_024,GENE_025,GENE_026,GENE_027,GENE_028,GENE_029,GENE_030,GENE_031,GENE_032,GENE_033,GENE_034,GENE_035,GENE_036,GENE_037,GENE_038,GENE_039,GENE_040
DEV_011,6.218619312184061,4.6045201200878045,4.674506891908603,4.370381830512162,4.292282425484048,5.53951453256487,5.175000250771662,5.388949080302665,4.957723532101634,5.306921830545099,4.530520933127002,6.982588666577424,3.4748511467890246,6.346976645005611,6.507405647968132,4.004643807016773,7.461393482162942,6.0992126813853105,5.98304973337093,5.030110751365524,4.751136717424936,4.8252124901189495,5.238776831239451,6.717894101851396,5.09889875864405,3.902697549049091,5.796736969965305,5.889940905017648,5.466277175766971,5.624463188169688,4.201507687609532,3.6452629974977313,3.781137898821674,2.9983556106188827,4.890170090836806,4.452505051731105,4.114653821227783,2.5753531314527423,3.2853481110297147,5.706060332641124
DEV_012,5.889940905017648,6.0992126813853105,5.238776831239451,5.796736969965305,6.346976645005611,4.292282425484048,6.507405647968132,3.6452629974977313,5.706060332641124,5.466277175766971,4.674506891908603,5.175000250771662,4.6045201200878045,4.114653821227783,4.8252124901189495,4.004643807016773,5.306921830545099,3.902697549049091,5.98304973337093,3.781137898821674,4.452505051731105,4.370381830512162,6.982588666577424,5.388949080302665,4.751136717424936,5.624463188169688,2.9983556106188827,4.957723532101634,7.461393482162942,5.09889875864405,4.890170090836806,5.53951453256487,6.218619312184061,2.5753531314527423,3.4748511467890246,5.030110751365524,4.201507687609532,6.717894101851396,4.530520933127002,3.2853481110297147
DEV_013,4.751136717424936,5.238776831239451,4.370381830512162,4.004643807016773,4.292282425484048,4.6045201200878045,3.902697549049091,5.306921830545099,6.0992126813853105,3.2853481110297147,5.09889875864405,4.8252124901189495,5.53951453256487,5.030110751365524,3.4748511467890246,4.530520933127002,5.98304973337093,6.982588666577424,2.9983556106188827,6.218619312184061,7.461393482162942,5.706060332641124,6.346976645005611,4.957723532101634,5.796736969965305,4.201507687609532,2.5753531314527423,6.507405647968132,4.674506891908603,5.175000250771662,3.781137898821674,3.6452629974977313,4.890170090836806,4.452505051731105,5.624463188169688,5.889940905017648,5.466277175766971,5.388949080302665,6.717894101851396,4.114653821227783
DEV_014,3.902697549049091,5.889940905017648,2.5753531314527423,6.218619312184061,3.781137898821674,5.624463188169688,5.238776831239451,6.507405647968132,5.175000250771662,4.452505051731105,4.674506891908603,6.717894101851396,6.0992126813853105,4.8252124901189495,5.030110751365524,3.6452629974977313,5.706060332641124,2.9983556106188827,5.796736969965305,5.09889875864405,7.461393482162942,4.004643807016773,4.751136717424936,6.982588666577424,6.346976645005611,4.292282425484048,5.306921830545099,4.957723532101634,5.466277175766971,4.201507687609532,4.6045201200878045,3.4748511467890246,4.890170090836806,5.53951453256487,4.530520933127002,3.2853481110297147,5.98304973337093,5.388949080302665,4.114653821227783,4.370381830512162
DEV_015,6.218619312184061,2.9983556106188827,4.452505051731105,6.982588666577424,6.346976645005611,5.388949080302665,3.902697549049091,4.530520933127002,5.306921830545099,5.238776831239451,5.09889875864405,5.175000250771662,4.890170090836806,2.5753531314527423,4.6045201200878045,6.0992126813853105,3.2853481110297147,5.030110751365524,4.292282425484048,5.466277175766971,4.8252124901189495,6.717894101851396,5.706060332641124,3.4748511467890246,5.796736969965305,4.370381830512162,4.674506891908603,5.53951453256487,4.751136717424936,5.98304973337093,3.781137898821674,4.114653821227783,4.004643807016773,4.201507687609532,5.889940905017648,5.624463188169688,6.507405647968132,7.461393482162942,3.6452629974977313,4.957723532101634
DEV_016,4.370381830512162,5.238776831239451,4.201507687609532,4.114653821227783,4.8252124901189495,3.2853481110297147,5.306921830545099,4.6045201200878045,4.751136717424936,5.98304973337093,2.9983556106188827,2.5753531314527423,5.030110751365524,4.452505051731105,4.957723532101634,4.292282425484048,5.706060332641124,6.507405647968132,5.466277175766971,4.530520933127002,3.4748511467890246,6.0992126813853105,6.717894101851396,5.624463188169688,3.781137898821674,5.889940905017648,6.346976645005611,6.982588666577424,3.902697549049091,4.674506891908603,6.218619312184061,5.09889875864405,3.6452629974977313,5.53951453256487,5.796736969965305,5.175000250771662,5.388949080302665,4.890170090836806,7.461393482162942,4.004643807016773
DEV_017,6.218619312184061,7.461393482162942,4.957723532101634,5.306921830545099,3.4748511467890246,5.466277175766971,4.292282425484048,5.388949080302665,3.902697549049091,6.0992126813853105,6.717894101851396,4.452505051731105,4.201507687609532,3.2853481110297147,5.030110751365524,4.6045201200878045,3.6452629974977313,5.624463188169688,4.8252124901189495,4.114653821227783,4.674506891908603,6.507405647968132,5.889940905017648,5.09889875864405,5.98304973337093,4.004643807016773,5.175000250771662,5.238776831239451,4.751136717424936,5.53951453256487,4.370381830512162,5.706060332641124,5.796736969965305,2.9983556106188827,6.982588666577424,2.5753531314527423,4.530520933127002,6.346976645005611,4.890170090836806,3.781137898821674
DEV_018,4.957723532101634,3.6452629974977313,4.370381830512162,4.452505051731105,3.4748511467890246,5.53951453256487,5.09889875864405,4.751136717424936,4.114653821227783,6.0992126813853105,4.530520933127002,4.292282425484048,4.890170090836806,6.717894101851396,2.9983556106188827,6.346976645005611,2.5753531314527423,5.388949080302665,6.982588666577424,5.706060332641124,5.238776831239451,4.201507687609532,5.030110751365524,4.8252124901189495,3.902697549049091,4.674506891908603,5.306921830545099,4.004643807016773,3.781137898821674,3.2853481110297147,5.889940905017648,6.218619312184061,5.624463188169688,6.507405647968132,5.466277175766971,5.98304973337093,5.796736969965305,5.175000250771662,4.6045201200878045,7.461393482162942
DEV_019,6.346976645005611,5.889940905017648,6.982588666577424,4.452505051731105,3.902697549049091,4.370381830512162,5.98304973337093,5.706060332641124,5.306921830545099,4.292282425484048,6.0992126813853105,4.114653821227783,6.507405647968132,7.461393482162942,5.53951453256487,5.796736969965305,4.751136717424936,3.2853481110297147,4.6045201200878045,4.201507687609532,3.781137898821674,6.717894101851396,5.388949080302665,5.466277175766971,4.890170090836806,5.175000250771662,6.218619312184061,5.238776831239451,5.624463188169688,5.09889875864405,4.530520933127002,3.4748511467890246,2.9983556106188827,4.674506891908603,5.030110751365524,3.6452629974977313,4.8252124901189495,4.957723532101634,2.5753531314527423,4.004643807016773
DEV_020,5.796736969965305,5.09889875864405,3.781137898821674,5.175000250771662,4.957723532101634,5.306921830545099,6.717894101851396,4.452505051731105,5.624463188169688,6.507405647968132,5.238776831239451,6.982588666577424,4.6045201200878045,5.466277175766971,3.902697549049091,4.292282425484048,4.751136717424936,5.706060332641124,4.890170090836806,6.346976645005611,4.530520933127002,4.370381830512162,7.461393482162942,5.030110751365524,2.9983556106188827,3.4748511467890246,2.5753531314527423,5.889940905017648,4.201507687609532,4.674506891908603,4.8252124901189495,6.218619312184061,3.6452629974977313,3.2853481110297147,5.388949080302665,5.98304973337093,5.53951453256487,4.004643807016773,6.0992126813853105,4.114653821227783
DEV_021,4.114653821227783,4.751136717424936,4.957723532101634,5.796736969965305,6.346976645005611,4.6045201200878045,4.292282425484048,5.388949080302665,5.889940905017648,4.452505051731105,5.98304973337093,6.218619312184061,6.507405647968132,6.982588666577424,3.6452629974977313,5.175000250771662,5.09889875864405,5.030110751365524,4.530520933127002,2.9983556106188827,5.306921830545099,4.370381830512162,5.238776831239451,4.201507687609532,4.004643807016773,5.53951453256487,5.466277175766971,6.0992126813853105,7.461393482162942,5.706060332641124,5.624463188169688,3.2853481110297147,2.5753531314527423,6.717894101851396,3.781137898821674,3.4748511467890246,4.890170090836806,4.8252124901189495,3.902697549049091,4.674506891908603
DEV_022,6.0992126813853105,4.452505051731105,5.53951453256487,4.6045201200878045,4.890170090836806,4.751136717424936,5.306921830545099,6.717894101851396,5.466277175766971,2.9983556106188827,4.8252124901189495,5.706060332641124,5.98304973337093,3.6452629974977313,5.889940905017648,5.796736969965305,7.461393482162942,3.4748511467890246,3.781137898821674,4.201507687609532,4.004643807016773,3.2853481110297147,2.5753531314527423,4.114653821227783,5.09889875864405,3.902697549049091,6.507405647968132,4.530520933127002,6.218619312184061,4.957723532101634,5.624463188169688,5.030110751365524,6.346976645005611,4.674506891908603,5.388949080302665,5.175000250771662,4.292282425484048,5.238776831239451,6.982588666577424,4.370381830512162
DEV_023,6.717894101851396,4.201507687609532,4.957723532101634,5.706060332641124,7.461393482162942,6.507405647968132,6.346976645005611,4.8252124901189495,4.370381830512162,6.0992126813853105,4.114653821227783,5.030110751365524,5.306921830545099,6.982588666577424,4.890170090836806,2.5753531314527423,5.624463188169688,4.452505051731105,5.388949080302665,5.09889875864405,4.751136717424936,5.98304973337093,3.6452629974977313,4.674506891908603,5.889940905017648,4.530520933127002,3.4748511467890246,5.796736969965305,6.218619312184061,5.238776831239451,2.9983556106188827,5.53951453256487,3.2853481110297147,5.175000250771662,3.902697549049091,3.781137898821674,4.292282425484048,4.6045201200878045,4.004643807016773,5.466277175766971
DEV_024,5.09889875864405,5.706060332641124,3.6452629974977313,5.889940905017648,6.218619312184061,7.461393482162942,4.751136717424936,4.370381830512162,5.98304973337093,6.0992126813853105,4.201507687609532,4.530520933127002,5.624463188169688,4.114653821227783,4.452505051731105,5.53951453256487,6.717894101851396,4.890170090836806,3.2853481110297147,2.9983556106188827,3.781137898821674,3.4748511467890246,5.238776831239451,3.902697549049091,4.6045201200878045,4.292282425484048,5.030110751365524,6.982588666577424,6.507405647968132,5.388949080302665,4.674506891908603,4.8252124901189495,5.466277175766971,5.796736969965305,4.004643807016773,5.175000250771662,2.5753531314527423,5.306921830545099,6.346976645005611,4.957723532101634
DEV_025,4.201507687609532,6.507405647968132,4.292282425484048,3.2853481110297147,6.982588666577424,5.238776831239451,4.6045201200878045,4.004643807016773,5.466277175766971,3.902697549049091,5.53951453256487,5.09889875864405,4.8252124901189495,4.751136717424936,4.452505051731105,6.717894101851396,4.530520933127002,3.781137898821674,5.889940905017648,5.98304973337093,5.706060332641124,5.624463188169688,4.957723532101634,6.0992126813853105,5.306921830545099,4.890170090836806,5.030110751365524,7.461393482162942,3.6452629974977313,5.796736969965305,3.4748511467890246,4.674506891908603,4.114653821227783,2.9983556106188827,5.175000250771662,4.370381830512162,2.5753531314527423,5.388949080302665,6.218619312184061,6.346976645005611
DEV_026,4.004643807016773,6.346976645005611,4.890170090836806,5.175000250771662,5.889940905017648,3.6452629974977313,3.4748511467890246,4.674506891908603,5.796736969965305,3.2853481110297147,2.9983556106188827,5.706060332641124,3.902697549049091,4.370381830512162,2.5753531314527423,4.6045201200878045,5.466277175766971,6.0992126813853105,4.292282425484048,7.461393482162942,4.452505051731105,4.530520933127002,6.982588666577424,5.53951453256487,4.8252124901189495,5.238776831239451,6.507405647968132,6.717894101851396,4.201507687609532,5.388949080302665,5.306921830545099,3.781137898821674,5.030110751365524,5.09889875864405,5.98304973337093,6.218619312184061,4.751136717424936,4.957723532101634,5.624463188169688,4.114653821227783
DEV_027,6.717894101851396,5.306921830545099,6.507405647968132,4.452505051731105,3.781137898821674,5.889940905017648,3.4748511467890246,5.175000250771662,6.982588666577424,2.9983556106188827,4.114653821227783,4.201507687609532,5.53951453256487,4.751136717424936,7.461393482162942,5.98304973337093,5.238776831239451,4.530520933127002,4.890170090836806,3.6452629974977313,5.796736969965305,3.2853481110297147,5.706060332641124,6.0992126813853105,4.6045201200878045,4.292282425484048,4.957723532101634,2.5753531314527423,4.674506891908603,4.370381830512162,5.09889875864405,6.218619312184061,5.030110751365524,3.902697549049091,4.8252124901189495,5.388949080302665,5.466277175766971,5.624463188169688,6.346976645005611,4.004643807016773
DEV_028,4.004643807016773,2.9983556106188827,4.530520933127002,5.98304973337093,4.452505051731105,4.114653821227783,2.5753531314527423,6.982588666577424,5.889940905017648,5.796736969965305,6.346976645005611,5.706060332641124,4.8252124901189495,4.957723532101634,4.6045201200878045,7.461393482162942,5.388949080302665,4.292282425484048,5.238776831239451,3.2853481110297147,6.717894101851396,3.6452629974977313,5.306921830545099,6.0992126813853105,5.175000250771662,5.09889875864405,5.030110751365524,4.890170090836806,3.902697549049091,4.370381830512162,6.507405647968132,4.751136717424936,3.4748511467890246,4.201507687609532,6.218619312184061,5.624463188169688,5.466277175766971,4.674506891908603,5.53951453256487,3.781137898821674
DEV_029,5.175000250771662,6.507405647968132,5.796736969965305,5.889940905017648,4.751136717424936,4.292282425484048,4.957723532101634,4.8252124901189495,5.98304973337093,6.0992126813853105,5.238776831239451,6.982588666577424,6.717894101851396,5.706060332641124,4.6045201200878045,6.346976645005611,4.890170090836806,5.09889875864405,4.452505051731105,4.004643807016773,3.4748511467890246,5.53951453256487,4.114653821227783,7.461393482162942,3.781137898821674,3.6452629974977313,5.388949080302665,6.218619312184061,5.030110751365524,5.466277175766971,3.2853481110297147,4.530520933127002,4.201507687609532,2.9983556106188827,5.306921830545099,2.5753531314527423,3.902697549049091,4.674506891908603,4.370381830512162,5.624463188169688
DEV_030,4.452505051731105,5.306921830545099,3.902697549049091,4.6045201200878045,4.530520933127002,5.98304973337093,5.706060332641124,5.388949080302665,3.6452629974977313,4.957723532101634,4.292282425484048,5.889940905017648,6.507405647968132,6.218619312184061,4.201507687609532,2.5753531314527423,3.4748511467890246,6.346976645005611,4.370381830512162,4.114653821227783,6.982588666577424,6.0992126813853105,4.890170090836806,4.674506891908603,4.751136717424936,5.030110751365524,6.717894101851396,5.238776831239451,5.53951453256487,5.796736969965305,3.781137898821674,5.624463188169688,4.8252124901189495,2.9983556106188827,3.2853481110297147,4.004643807016773,5.466277175766971,5.09889875864405,5.175000250771662,7.461393482162942
DEV_031,6.717894101851396,5.98304973337093,6.982588666577424,3.902697549049091,5.306921830545099,4.8252124901189495,3.2853481110297147,6.346976645005611,5.238776831239451,6.0992126813853105,7.461393482162942,5.09889875864405,4.890170090836806,5.624463188169688,6.218619312184061,4.452505051731105,4.201507687609532,5.889940905017648,5.466277175766971,2.5753531314527423,3.781137898821674,6.507405647968132,5.53951453256487,4.114653821227783,4.674506891908603,5.030110751365524,5.796736969965305,3.4748511467890246,4.004643807016773,5.388949080302665,4.292282425484048,5.175000250771662,2.9983556106188827,4.751136717424936,5.706060332641124,4.957723532101634,4.6045201200878045,4.370381830512162,3.6452629974977313,4.530520933127002
DEV_032,4.530520933127002,2.9983556106188827,4.957723532101634,4.292282425484048,4.452505051731105,5.388949080302665,2.5753531314527423,3.6452629974977313,4.890170090836806,5.796736969965305,6.0992126813853105,4.004643807016773,5.53951453256487,3.781137898821674,6.982588666577424,3.902697549049091,6.507405647968132,4.674506891908603,7.461393482162942,5.706060332641124,4.201507687609532,4.751136717424936,5.98304973337093,6.346976645005611,5.030110751365524,5.175000250771662,5.889940905017648,5.306921830545099,3.4748511467890246,4.6045201200878045,5.09889875864405,6.218619312184061,6.717894101851396,5.624463188169688,5.238776831239451,5.466277175766971,4.370381830512162,4.8252124901189495,4.114653821227783,3.2853481110297147
DEV_033,4.957723532101634,5.53951453256487,5.706060332641124,5.889940905017648,4.6045201200878045,5.388949080302665,4.370381830512162,4.674506891908603,4.292282425484048,3.781137898821674,6.717894101851396,6.0992126813853105,6.507405647968132,5.09889875864405,6.218619312184061,2.5753531314527423,6.346976645005611,5.238776831239451,5.796736969965305,5.466277175766971,4.004643807016773,2.9983556106188827,4.530520933127002,5.624463188169688,5.98304973337093,3.2853481110297147,4.114653821227783,4.452505051731105,4.8252124901189495,3.4748511467890246,3.6452629974977313,4.751136717424936,5.306921830545099,4.201507687609532,5.175000250771662,7.461393482162942,3.902697549049091,5.030110751365524,6.982588666577424,4.890170090836806
DEV_034,6.218619312184061,4.004643807016773,5.466277175766971,5.388949080302665,5.889940905017648,5.53951453256487,4.114653821227783,3.6452629974977313,5.98304973337093,5.306921830545099,6.346976645005611,4.890170090836806,3.4748511467890246,6.0992126813853105,4.6045201200878045,5.706060332641124,4.370381830512162,7.461393482162942,3.902697549049091,4.674506891908603,5.175000250771662,3.781137898821674,5.624463188169688,6.982588666577424,4.452505051731105,5.796736969965305,2.5753531314527423,5.030110751365524,4.751136717424936,4.201507687609532,6.717894101851396,5.09889875864405,5.238776831239451,4.957723532101634,3.2853481110297147,4.292282425484048,6.507405647968132,2.9983556106188827,4.530520933127002,4.8252124901189495
DEV_035,3.6452629974977313,4.890170090836806,5.624463188169688,6.717894101851396,6.982588666577424,5.889940905017648,6.507405647968132,5.53951453256487,4.370381830512162,4.957723532101634,5.388949080302665,5.238776831239451,2.9983556106188827,4.8252124901189495,5.466277175766971,4.6045201200878045,4.674506891908603,5.796736969965305,3.781137898821674,3.2853481110297147,4.530520933127002,6.0992126813853105,7.461393482162942,6.218619312184061,3.4748511467890246,4.751136717424936,5.306921830545099,5.175000250771662,5.98304973337093,4.004643807016773,5.030110751365524,5.706060332641124,6.346976645005611,4.114653821227783,4.452505051731105,2.5753531314527423,4.201507687609532,4.292282425484048,3.902697549049091,5.09889875864405
DEV_036,5.796736969965305,6.0992126813853105,4.674506891908603,6.507405647968132,3.781137898821674,3.902697549049091,5.98304973337093,6.982588666577424,5.889940905017648,5.306921830545099,2.5753531314527423,3.2853481110297147,5.53951453256487,5.030110751365524,4.114653821227783,4.452505051731105,4.6045201200878045,5.466277175766971,4.751136717424936,5.706060332641124,4.292282425484048,4.201507687609532,5.624463188169688,3.4748511467890246,7.461393482162942,4.8252124901189495,4.890170090836806,5.175000250771662,6.346976645005611,5.238776831239451,2.9983556106188827,6.218619312184061,4.370381830512162,5.09889875864405,3.6452629974977313,5.388949080302665,4.004643807016773,4.957723532101634,4.530520933127002,6.717894101851396
DEV_037,3.902697549049091,5.889940905017648,6.0992126813853105,6.717894101851396,5.796736969965305,6.218619312184061,5.624463188169688,4.957723532101634,4.8252124901189495,4.452505051731105,3.2853481110297147,3.6452629974977313,4.292282425484048,4.890170090836806,6.982588666577424,4.530520933127002,5.706060332641124,5.98304973337093,4.114653821227783,5.238776831239451,4.004643807016773,6.507405647968132,5.306921830545099,2.5753531314527423,4.674506891908603,7.461393482162942,4.201507687609532,5.030110751365524,5.09889875864405,3.4748511467890246,5.466277175766971,2.9983556106188827,3.781137898821674,6.346976645005611,5.175000250771662,4.370381830512162,5.388949080302665,4.6045201200878045,4.751136717424936,5.53951453256487
DEV_038,5.238776831239451,4.6045201200878045,3.2853481110297147,4.201507687609532,5.98304973337093,6.0992126813853105,5.175000250771662,3.4748511467890246,4.890170090836806,5.706060332641124,5.306921830545099,5.53951453256487,4.751136717424936,4.452505051731105,3.781137898821674,2.5753531314527423,5.466277175766971,5.030110751365524,5.796736969965305,3.6452629974977313,5.889940905017648,6.982588666577424,4.957723532101634,4.8252124901189495,5.388949080302665,6.717894101851396,3.902697549049091,5.09889875864405,4.004643807016773,4.292282425484048,4.674506891908603,6.218619312184061,6.507405647968132,5.624463188169688,4.530520933127002,7.461393482162942,4.370381830512162,4.114653821227783,2.9983556106188827,6.346976645005611
DEV_039,2.9983556106188827,6.717894101851396,4.530520933127002,4.004643807016773,4.370381830512162,3.2853481110297147,6.346976645005611,4.201507687609532,6.218619312184061,4.6045201200878045,6.507405647968132,4.674506891908603,5.53951453256487,5.238776831239451,5.030110751365524,5.98304973337093,4.890170090836806,7.461393482162942,4.452505051731105,5.09889875864405,5.306921830545099,6.0992126813853105,4.751136717424936,5.889940905017648,4.957723532101634,3.781137898821674,5.175000250771662,4.114653821227783,3.4748511467890246,5.466277175766971,5.388949080302665,5.624463188169688,5.706060332641124,2.5753531314527423,3.6452629974977313,6.982588666577424,3.902697549049091,5.796736969965305,4.292282425484048,4.8252124901189495
DEV_040,5.09889875864405,5.796736969965305,6.218619312184061,6.0992126813853105,5.030110751365524,6.507405647968132,5.306921830545099,5.706060332641124,5.466277175766971,5.388949080302665,4.292282425484048,5.889940905017648,7.461393482162942,4.957723532101634,5.175000250771662,4.6045201200878045,4.370381830512162,6.717894101851396,4.201507687609532,4.530520933127002,3.4748511467890246,3.902697549049091,2.9983556106188827,5.624463188169688,6.982588666577424,4.890170090836806,3.2853481110297147,5.98304973337093,4.004643807016773,6.346976645005611,4.452505051731105,3.781137898821674,4.8252124901189495,5.53951453256487,4.674506891908603,4.114653821227783,4.751136717424936,3.6452629974977313,5.238776831239451,2.5753531314527423
